,#Task,Step,numberOfAcceptedPeleSteps,currentEnergy,Binding Energy,sasaLig,RMSD_core,Processor
5,1,6,5,-6535.73,-26.1307,0.00126966,1.83307,28
6,1,7,6,-6535.72,-26.1785,0.00253932,1.79062,28
7,1,8,7,-6534.44,-26.5783,0.00195101,1.77565,28
8,1,9,8,-6536.83,-26.5507,0.00135375,1.80036,28
9,1,10,9,-6536.55,-26.4412,0.000672402,1.9068900000000002,28
10,1,11,10,-6536.93,-26.5675,0.00193311,2.00513,28
11,1,12,11,-6534.86,-26.2878,0.00117662,1.75596,28
12,1,13,12,-6535.89,-26.3296,0.000886938,1.8826,28
13,1,14,13,-6535.37,-26.276,0.00147525,1.75857,28
14,1,15,14,-6535.82,-25.9682,0.000597257,1.69366,28
15,1,16,15,-6536.14,-25.9635,0.00117662,1.64473,28
16,1,17,16,-6537.39,-26.3583,0.00156829,1.71174,28
17,1,18,17,-6536.81,-26.324,0.00097103,1.8448200000000001,28
0,1,0,0,-6538.62,-26.0485,0.00157797,1.6519700000000002,2
1,1,2,1,-6538.53,-26.2577,0.00106457,1.6817099999999998,2
2,1,3,2,-6535.03,-25.9798,0.00221326,1.66777,2
3,1,5,3,-6538.61,-25.7888,0.0025584,1.66278,2
4,1,6,4,-6539.57,-26.2281,0.00136333,1.6861400000000002,2
5,1,7,5,-6538.95,-26.393,0.000896303,1.6916400000000003,2
6,1,8,6,-6540.35,-26.5582,0.00127025,1.7300900000000001,2
7,1,10,7,-6538.96,-26.4643,0.00111722,1.9000299999999999,2
8,1,11,8,-6538.93,-26.5729,0.00203771,2.04955,2
9,1,13,9,-6539.93,-26.6814,0.00110827,1.9493599999999998,2
10,1,14,10,-6538.83,-26.2998,0.0017747,1.8691400000000002,2
11,1,17,11,-6539.75,-26.5834,0.00140704,1.94692,2
12,1,18,12,-6538.85,-26.6086,0.00116822,1.9770299999999998,2
13,1,20,13,-6537.3,-26.7685,0.00187574,2.18313,2
0,1,0,0,-6542.97,-27.8948,0.00327118,3.3959599999999996,12
1,1,3,1,-6542.9,-27.8148,0.00273757,3.3515599999999997,12
2,1,4,2,-6540.13,-28.1112,0.00470951,3.36674,12
3,1,5,3,-6546.63,-28.1689,0.00584626,3.3877599999999997,12
4,1,6,4,-6547.72,-28.3457,0.00554469,3.52144,12
5,1,8,5,-6548.03,-28.4016,0.00684393,3.65213,12
6,1,9,6,-6546.79,-28.6914,0.00536765,3.59234,12
7,1,13,7,-6547.98,-28.5397,0.00501108,3.41762,12
8,1,14,8,-6548.89,-28.6224,0.00680598,3.5484699999999996,12
9,1,15,9,-6548.24,-28.7282,0.00634191,3.55585,12
10,1,16,10,-6548.05,-28.4679,0.00784978,3.56521,12
11,1,17,11,-6549.91,-28.648000000000003,0.00564582,3.4180800000000002,12
0,1,0,0,-6541.67,-26.6448,0.00157588,1.76263,6
1,1,4,1,-6538.37,-25.8829,0.0005911569999999999,1.5943,6
2,1,6,2,-6538.26,-26.5208,0.0011913,1.66094,6
3,1,9,3,-6538.77,-26.1405,0.0005911569999999999,1.60923,6
4,1,10,4,-6539.13,-26.6821,0.00089123,1.66283,6
5,1,14,5,-6537.77,-26.686999999999998,0.000600147,1.81525,6
6,1,17,6,-6541.47,-27.0086,0.00089123,1.8247900000000001,6
7,1,18,7,-6541.49,-26.5729,0.00089123,1.7378799999999999,6
8,1,19,8,-6542.27,-27.0279,0.00089123,1.88556,6
0,1,0,0,-6527.11,-21.1637,0.013782299999999997,1.15354,37
1,1,1,1,-6530.92,-20.8971,0.0145442,1.23876,37
2,1,2,2,-6530.72,-20.8159,0.0150519,1.12848,37
3,1,4,3,-6531.24,-20.320999999999998,0.014775100000000001,1.20959,37
4,1,5,4,-6530.25,-19.7742,0.014105700000000002,1.3502100000000001,37
5,1,6,5,-6531.73,-19.8755,0.0154445,1.1612200000000001,37
6,1,7,6,-6529.64,-19.7823,0.0149135,1.2489700000000001,37
7,1,8,7,-6529.64,-19.8754,0.0131588,1.23288,37
8,1,9,8,-6530.19,-19.766,0.014151599999999999,1.21914,37
9,1,10,9,-6532.04,-19.9596,0.014059100000000001,1.06154,37
10,1,13,10,-6536.88,-20.0112,0.013620600000000002,1.11786,37
11,1,14,11,-6540.37,-20.1447,0.0138748,1.2462799999999998,37
12,1,15,12,-6545.09,-20.4296,0.0143825,1.12971,37
13,1,17,13,-6542.4,-20.029,0.014682599999999999,1.1429,37
14,1,18,14,-6543.15,-20.2324,0.0173834,0.979376,37
0,1,0,0,-6514.81,-18.8162,0.0174857,2.07097,40
1,1,1,1,-6518.15,-18.8034,0.017024900000000003,1.9406900000000002,40
2,1,3,2,-6518.39,-18.9397,0.0157347,1.8821,40
3,1,9,3,-6518.85,-18.7323,0.0162646,1.8198900000000002,40
4,1,10,4,-6517.98,-18.8118,0.0178542,1.72407,40
